,Project ID,Project Name,Project Type,Project Subtype,Country Name,Country Code (ISO3),Region,Decision to Build or FBC (YYYY),Completion/Opening (YYYY),Completion/Opening (DD/MM/YYYY),"Actual Cost, millions (local currency)","Currency, Year (Actual Cost)",Mainline Length (km),Number of Stations (Rail only)
1008,18649,Nagpur: Phase 2,Rail,Metro,India,IND,Asia,2018.0,2026 (exp),,,,43.8,32
1009,18650,Chennai: Phase 1 extension,Rail,Metro,India,IND,Asia,2016.0,2021,2/14/2021,,,9.1,9
1010,18651,Mumbai: Line 2A,Rail,Metro,India,IND,Asia,2016.0,2022,4/1/2022,,,18.6,17
1011,18652,Mumbai: Line 7,Rail,Metro,India,IND,Asia,2016.0,2022,4/2/2022,,,16.5,14
1012,18653,Mumbai: Line 3,Rail,Metro,India,IND,Asia,2016.0,2023 (exp),,,,33.5,28
1013,18654,Ahmedabad: Phase 1,Rail,Metro,India,IND,Asia,2014.0,2023,,,,40,33
1014,18655,Hyderabad: Airport express,Rail,Metro,India,IND,Asia,2020.0,2026 (exp),,,,31,10
1015,18656,Mumbai: Line 4,Rail,Metro,India,IND,Asia,2018.0,2025 (exp),,,,32.3,34
1016,18657,Mumbai: Line 7A + 9,Rail,Metro,India,IND,Asia,2019.0,2022,,,,13.5,11
1017,18658,Mumbai: Line 2B,Rail,Metro,India,IND,Asia,2018.0,2024 (exp),,,,23.5,20
1018,18659,Bangalore: Phase 2,Rail,Metro,India,IND,Asia,2017.0,2024 (exp),,,,73.9,62
1019,18660,Mumbai: Line 5,Rail,Metro,India,IND,Asia,2020.0,2025 (exp),,,,23.4,17
1020,18661,Tehran: Line 3 extension to SW,Rail,Metro,Iran (Islamic Republic of),IRN,Asia,2012.0,2014,,,,12,11
1021,18662,Tehran: Line 7,Rail,Metro,Iran (Islamic Republic of),IRN,Asia,,2017,,90000000.0,"IRR, 2017",22,20
1022,18663,Tehran: Line 6,Rail,Metro,Iran (Islamic Republic of),IRN,Asia,,2020,,,,16.5,13
1023,18664,Tokyo: Yurikamome,Rail,Metro,Japan,JPN,Asia,1988.0,1995,,,,12,12
1024,18665,Tokyo: Tama Monorail first phase,Rail,Metro,Japan,JPN,Asia,1991.0,2000,,,,16,19
1025,18666,Tokyo: Minatomirai Line (mostli underground),Rail,Metro,Japan,JPN,Asia,1993.0,2004,2/1/2004,,,4.1,6
1026,18667,Tokyo: Oedo Line ring,Rail,Metro,Japan,JPN,Asia,1992.0,2000,,988600.0,"JPY, 2000",27.8,27
1027,18668,Tokyo: Tsukuba Express,Rail,Commuter Rail,Japan,JPN,Asia,1997.0,2005,8/24/2005,949400.0,"JPY, 2005",58.3,20
1028,18669,Tokyo: Fukutoshin Line,Rail,Metro,Japan,JPN,Asia,2001.0,2008,,,,8.9,8
1029,18670,Osaka: Hanshin Namba Line,Rail,Metro,Japan,JPN,Asia,2003.0,2009,,,,3.8,3
1030,18671,Osaka: Higashi Line,Rail,Metro,Japan,JPN,Asia,1999.0,2019,,,,20.3,0
1031,18672,Tokyo: Tokyo-Ueno Line,Rail,Commuter Rail,Japan,JPN,Asia,2008.0,2015,,40000.0,"JPY, 2015",3.8,0
1032,18673,Tokyo: Sotetsu Shin-Yokohama JR Line,Rail,Metro,Japan,JPN,Asia,2010.0,2019,11/1/2019,,,2.7,1
1033,18674,Tokyo: Sotetsu Shin-Yokohama Tokyu Line,Rail,Metro,Japan,JPN,Asia,2010.0,2023,3/1/2023,,,10,2
1034,18675,Fukuoka: Nanakuma Line extension,Rail,Metro,Japan,JPN,Asia,2014.0,2023,3/27/2023,,,1.6,1
1035,18676,Osaka: Tokaido branch relocation,Rail,Conventional,Japan,JPN,Asia,2015.0,2023,,,,2.4,1
1036,18677,Seoul: Sinbundang,Rail,Metro,Republic of Korea,KOR,Asia,2005.0,2011,10/28/2011,,,17.3,16
1037,18678,Seoul: Sinbundang phase 2,Rail,Metro,Republic of Korea,KOR,Asia,2011.0,2016,1/30/2016,,,12.8,6
1038,18679,Busan: Line 1 extension,Rail,Metro,Republic of Korea,KOR,Asia,2009.0,2017,,959000.0,"KRW, 2017",8,6
1039,18680,Seoul: Gimpo Urban Railway,Rail,Light rail Transit,Republic of Korea,KOR,Asia,2014.0,2019,9/28/2019,,,23.7,10
1040,18681,Seoul: Line 7 extension ,Rail,Commuter Rail,Republic of Korea,KOR,Asia,2013.0,2021,5/22/2021,,,3.9,2
1041,18682,Mexico City: Line 12,Rail,Metro,Mexico,MEX,South America,2008.0,2012,,47906.0,"MXN, 2010",24.5,20
1042,18683,Guadalajara: Line 3,Rail,Metro,Mexico,MEX,South America,2014.0,2020,9/1/2020,31500.0,"MXN, 2017",21.5,18
1043,18684,Kuala Lumpur: Kajang Line,Rail,Metro,Malaysia,MYS,Asia,2012.0,2017,,21000.0,"MYR, 2017",51,31
1044,18685,Kuala Lumpur: Putrajaya Line (MRT 2),Rail,Metro,Malaysia,MYS,Asia,2016.0,2023,3/16/2023,30530.0,"MYR, 2023",57.7,41
1045,18686,Tel Aviv: Red Line,Rail,Light Rail Transit,Israel,ISR,Asia,2015.0,2023 (exp),,,,24,34
1046,18687,Tel Aviv: Green Line,Rail,Light Rail Transit,Israel,ISR,Asia,2018.0,2028 (exp),,,,35,58
1047,18688,Auckland: City Rail Link,Rail,Metro,New Zealand,NZL,Oceania,2013.0,,,4419.0,"NZD, 2018",3.5,4
1048,18689,Manila: Line 7,Rail,Metro,Philippines,PHL,Asia,2015.0,2025 (exp),,,,22.8,14
1049,18690,Lahore: Orange Line,Rail,Light Rail Transit,Pakistan,PAK,Asia,2015.0,2020,10/25/2020,,,27.1,26
1050,18691,Warsaw: Line 2,Rail,Metro,Poland,POL,Europe,2010.0,2015,,5900.0,"PLN, 2012",6.5,7
1051,18692,Warsaw: Line 2 extension to Trocka,Rail,Metro,Poland,POL,Europe,2015.0,2019,,1070.0,"PLN, 2017",3.1,3
1052,18693,Warsaw: Line 2 extension to KJ,Rail,Metro,Poland,POL,Europe,2015.0,2020,,1148.0,"PLN, 2017",3.4,3
1053,18694,Warsaw: Line 2 extension to Bródno,Rail,Metro,Poland,POL,Europe,2018.0,2022,,1400.0,"PLN, 2020",4,3
1054,18695,Łódź: Cross-City Line,Rail,Conventional,Poland,POL,Europe,2018.0,2023,,,,5.25,2
1055,18696,Bucharest: Line 5,Rail,Metro,Romania,ROU,Europe,2014.0,2019,,,,6.9,10
1056,18697,Saint Petersburg: Line 3 extension,Rail,Metro,Russian Federation,RUS,Europe,2014.0,2018,,,,5,2
1057,18698,Nizhniy Novgorod: Line 2 extension,Rail,Metro,Russian Federation,RUS,Europe,2015.0,2018,,,,3.1,1
1058,18699,Saint Petersburg: Line 5 extension,Rail,Metro,Russian Federation,RUS,Europe,2013.0,2019,10/3/2019,44600.0,"RUB, 2019",6.4,3
1059,18700,Moscow: Line 1 extension,Rail,Metro,Russian Federation,RUS,Europe,2016.0,2019,6/20/2019,41032.869,"RUB, 2019",11.6,4
1060,18701,Moscow: Line 11,Rail,Metro,Russian Federation,RUS,Europe,2017.0,2023,3/3/2023,501000.0,"RUB, 2018",66.7,31
1061,18702,Mecca: Mecca Metro,Rail,Metro,Saudi Arabia,SAU,Asia,2009.0,,,,,188,90
1062,18703,"Singapore: Downtown MRT Line (stage 1, 2 and 3)",Rail,Metro,Singapore,SGP,Asia,2008.0,2017,10/21/2017,,,41.9,34
1063,18704,"Singapore: Thomson MRT Line (stage 1,2 and 3)",Rail,Metro,Singapore,SGP,Asia,2014.0,2022,11/13/2022,,,30.4,20
1064,18705,Bangkok: Sukhumvit Line to Kheha,Rail,Metro,Thailand,THA,Asia,2012.0,2018,,21904.0,"THB, 2018",12.8,9
1065,18706,Bangkok: Blue Line extension,Rail,Metro,Thailand,THA,Asia,2011.0,2020,,,,26.9,19
1066,18707,Bangkok: Sukhumvit Line to Khu Khot,Rail,Metro,Thailand,THA,Asia,2015.0,2020,,,,19,16
1067,18708,Bangkok: Pink Line,Rail,Metro,Thailand,THA,Asia,2017.0,2023 (exp),,,,34.5,30
1068,18709,Bangkok: Yellow Line,Rail,Metro,Thailand,THA,Asia,2017.0,2023,7/3/2023,,,30.4,23
1069,18710,Bangkok: Brown Line,Rail,Metro,Thailand,THA,Asia,2020.0,,,,,22.1,20
1070,18711,Izmir: M1  (Phase 2),Rail,Metro,Turkey,TUR,Asia,2005.0,2014,,,,5.35,6
1071,18712,Ankara: M4,Rail,Metro,Turkey,TUR,Asia,2003.0,2017,,,,12.5,12
1072,18713,Izmir: M1 (Phase 3),Rail,Metro,Turkey,TUR,Asia,2010.0,2012,,,,2.25,2
1073,18714,"Taipei: System to 2012, ex-Neihu",Rail,Metro,Taiwan,TWN,Asia,1988.0,2012,,557286.0,"TWD, 2012",93.9,92
1074,18715,Kaohsiung: Red and Orange Lines ,Rail,Metro,Taiwan,TWN,Asia,2001.0,2008,,,,43,38
1075,18716,Taipei: Neihu Line,Rail,Metro,Taiwan,TWN,Asia,2002.0,2009,7/4/2009,,,25.1,24
1076,18717,Taipei: Xinyi Line,Rail,Metro,Taiwan,TWN,Asia,2002.0,2013,11/24/2013,39000.0,"TWD, 2013",6.5,7
1077,18719,Kaohsiung: Urban Railway Underground,Rail,Commuter Rail,Taiwan,TWN,Asia,2008.0,2018,,99870.0,"TWD, 2018",15.4,6
1078,18720,Taichung: Green Line,Rail,Metro,Taiwan,TWN,Asia,2010.0,2020,11/16/2020,,,16.7,18
1079,18721,Taipei: Circular Line first section,Rail,Metro,Taiwan,TWN,Asia,2011.0,2020,9/20/2020,69970.0,"TWD, 2015",15.4,14
1080,18722,Taipei: Danhai LRT,Rail,Light rail Transit,Taiwan,TWN,Asia,2014.0,2018,12/23/2018,31357.0,"TWD, 2018",14,20
1081,18723,Taipei: Xinyi Line East Extension,Rail,Metro,Taiwan,TWN,Asia,2016.0,2022,,,,1.4,1
1082,18724,Taipei: Sanying Line,Rail,Metro,Taiwan,TWN,Asia,2016.0,2025 (exp),,,,14.3,12
1083,18725,Taipei: Taoyuan MRT Brown Line,Rail,Metro,Taiwan,TWN,Asia,2006.0,2017,,,,51,21
1084,18726,Kyiv: M3 to Vynohradar,Rail,Metro,Ukraine,UKR,Europe,2018.0,2022,,,,3.7,2
1085,18727,Izmir: M1 (Phase 1),Rail,Metro,Turkey,TUR,Asia,1995.0,2000,,600.0,"USD, 2000",11.6,10
1086,18728,Istanbul: M1A-M1B (LR),Rail,Light rail Transit,Turkey,TUR,Asia,1987.0,2014,,,,26.6,23
1087,18729,Istanbul: M2,Rail,Metro,Turkey,TUR,Asia,1992.0,2014,,2510.0,"USD, 2014",23.5,17
1088,18730,Dubai: Phase 1 - Red Line,Rail,Metro,United Arab Emirates,ARE,Asia,2005.0,2010,,,,35,29
1089,18731,Adana: First stage,Rail,Metro,Turkey,TUR,Asia,1996.0,2010,6/13/2010,534.0,"USD, 2010",13.9,13
1090,18732,Dubai: Phase 2 - Green Line,Rail,Metro,United Arab Emirates,ARE,Asia,2006.0,2010,,,,22.5,20
1091,18733,Istanbul: M4 Phase 1,Rail,Metro,Turkey,TUR,Asia,2005.0,2012,,2190.0,"USD, 2012",21.7,16
1092,18734,Istanbul: BC1,Rail,Commuter Rail,Turkey,TUR,Asia,2004.0,2013,,1823.0,"USD, 2013",13.6,4
1093,18735,Ad Dammam: Dammam Metro (a-Sharqiya),Rail,Light rail Transit,Saudi Arabia,SAU,Asia,2014.0,,,,,50,
1094,18736,Istanbul: M3 Phase 1,Rail,Metro,Turkey,TUR,Asia,2006.0,2013,,1344.0,"USD, 2013",16.1,11
1095,18737,Panama City: Line 1,Rail,Metro,Panama,PAN,South America,2010.0,2014,4/6/2014,2009.0,"USD, 2012",15.7,18
1096,18738,Riyadh: Blue,Rail,Metro,Saudi Arabia,SAU,Asia,2015.0,2023 (exp),,,,38,22
1097,18739,Riyadh: Green,Rail,Metro,Saudi Arabia,SAU,Asia,2015.0,2023 (exp),,,,12.9,11
1098,18740,Riyadh: Orange,Rail,Metro,Saudi Arabia,SAU,Asia,2014.0,2023 (exp),,,,40.7,20
1099,18741,Riyadh: Purple,Rail,Metro,Saudi Arabia,SAU,Asia,2014.0,2023 (exp),,,,29.9,6
1100,18742,Riyadh: Red,Rail,Metro,Saudi Arabia,SAU,Asia,2014.0,2023 (exp),,,,25.3,13
1101,18743,Riyadh: Yellow,Rail,Metro,Saudi Arabia,SAU,Asia,2014.0,2023 (exp),,,,29.6,8
1102,18744,Istanbul: M6,Rail,Metro,Turkey,TUR,Asia,2013.0,2015,,,,3.3,4
1103,18745,Istanbul: M4 Phase 2,Rail,Metro,Turkey,TUR,Asia,2013.0,2016,,151.0,"USD, 2016",4.4,3
1104,18746,Istanbul: M5 Phase 1,Rail,Metro,Turkey,TUR,Asia,2011.0,2018,,866.0,"USD, 2018",19.7,16
1105,18747,Istanbul: CR3,Rail,Commuter Rail,Turkey,TUR,Asia,2011.0,2019,,1298.0,"USD, 2019",63,36
1106,18748,Quito: Metro,Rail,Metro,Ecuador,ECU,South America,2012.0,2019,Currently closed ,2010.0,"USD, 2016",22.9,15
1107,18749,Santiago: Project 63,Rail,Heavy Rail,Chile,CHL,South America,2013.0,2019,,3000.0,"USD, 2016",37,28
1108,18750,Dubai: Phase 3 (Red Line Extension/Route 2020),Rail,Metro,United Arab Emirates,ARE,Asia,2016.0,2020,,,,15,7
1109,18752,Panama City: Line 2,Rail,Metro,Panama,PAN,South America,2015.0,2019,4/25/2019,2130.0,"USD, 2017",21,16
1110,18753,Los Angeles: Crenshaw/LAX Line,Rail,Metro,United States of America,USA,North America,2014.0,2021,,2100.0,"USD, 2017",13.7,9
1111,18754,Tashkent: Sergeli Line,Rail,Metro,Uzbekistan,UZB,Asia,2017.0,2020,,,,6.94,6
1112,18755,Tashkent: Yunusabad Line extension,Rail,Metro,Uzbekistan,UZB,Asia,2017.0,2020,,,,2.9,2
1113,18756,Los Angeles: Regional Connector,Rail,Light rail,United States of America,USA,North America,2014.0,2022,,1756.0,"USD, 2018",3.1,3
1114,18757,Istanbul: M11 Phase 1,Rail,Metro,Turkey,TUR,Asia,2016.0,2022,,,,37.5,9
1115,18758,Istanbul: M8,Rail,Metro,Turkey,TUR,Asia,2016.0,2023,,,,14.3,11
1116,18759,Istanbul: M3 Phase 2,Rail,Metro,Turkey,TUR,Asia,2015.0,2023,4/8/2023,,,8.9,8
1117,18760,Istanbul: M7 Phase1-2,Rail,Metro,Turkey,TUR,Asia,2014.0,,,,,23.75,19
1118,18761,Istanbul: M3 Phase 3,Rail,Metro,Turkey,TUR,Asia,2017.0,2022,,,,6.2,4
1119,18762,Istanbul: M11 Phase 2,Rail,Metro,Turkey,TUR,Asia,2018.0,2023,1/22/2023,,,32,7
1120,18763,Istanbul: M9,Rail,Metro,Turkey,TUR,Asia,2016.0,2024 (exp),,,,13.4,12
1121,18764,Istanbul: M12,Rail,Metro,Turkey,TUR,Asia,2017.0,2024 (exp),,,,13,11
1122,18765,Istanbul: M4 P4-M10,Rail,Metro,Turkey,TUR,Asia,2017.0,2024 (exp),,,,14,8
1123,18766,Salvador: SkyRail Bahia,Rail,Light Rail,Brazil,BRA,South America,2020.0,2022,5/1/2022,689.0,"USD, 2021",23.3,26
1124,18767,Hanoi: Line 2,Rail,Metro,Viet Nam,VNM,Asia,2011.0,2020,,,,11.5,12
1125,18768,Hanoi: Line 3,Rail,Metro,Viet Nam,VNM,Asia,2010.0,2013,,36000000.0,"VND, 2013",12.5,12
1126,18769,Ho Chi Minh City: Line 1,Rail,Metro,Viet Nam,VNM,Asia,2012.0,2024 (exp),,,,19.7,14
1127,18774,T3a: les boulevards des Maréchaux Sud à Paris,Rail,light rail,France,FRA,Europe,2000.0,2006,12/16/2006,119.64,"EUR, 2007",7.9,
1128,18779,Tramway 2,Rail,light rail,France,FRA,Europe,1993.0,1997,7/2/1997,110.5,"EUR, 2004",,
1129,18790,LGV Nord Europe,Rail,Highspeed,France,FRA,Europe,1989.0,1993,9/1/1993,,,350,
1130,18791,LGV interconnexion Est Ile de France,Rail,Highspeed,France,FRA,Europe,1990.0,1996,6/1/1996,,,102,
1131,18792,Tram 1 entre Saint-Denis et Bobigny,Rail,light rail,France,FRA,Europe,1984.0,1992,1/1/1992,118.1479884,"EUR, 1983",9,21
1132,18793,TGV Atlantique,Rail,Highspeed,France,FRA,Europe,1984.0,1990,9/30/1990,3.145023226,"EUR, 1992",,
1133,19283,Taiyuan–Zhongwei Railway Project,Rail,Conventional,China,CHN,Asia,2006.0,2012,12/20/2012,6750.0,"USD, 2012",941,40 (+3 Extension)
1134,19284,"Manchester ""Big Bang"" Extension (Phase 3)",Rail,Light Rail,United Kingdom,GBR,Europe,,,2/1/2017,1500.0,"GBP, 2013",57,57
1135,19286,1 Line - Initial Segment,Rail,Light Rail,United States of America,USA,North America,,,7/1/2009,2558.0,"USD, 2006",25.11,14
1136,19287,1995-98 program (Madrid Metro),Rail,Metro Line,Spain,ESP,Europe,1995.0,1999,3/1/1999,1569.0,"USD, 1997",56,34
1137,19288,1999-2003 program (Madrid Metro),Rail,Metro Line,Spain,ESP,Europe,1999.0,2003,3/1/2003,3157.0,"EUR, 2001",74.7,39
1138,19292,"2007-08 Extension (Extension of Line B, C, and D)",Rail,Metro,France,FRA,Europe,,,5/1/2008,398.0,"EUR, 2007",,
1139,19295,7 extension,Rail,Heavy Rail,United States of America,USA,North America,,,9/1/2015,2420.0,"USD, 2011",1.6,1
1140,19297,7th Railways,Rail,Conventional,China,CHN,Asia,1994.0,2004,9/30/2004,1506.7,"USD, 2004",1044,
1141,19298,A Line,Rail,Commuter Rail,United States of America,USA,North America,,,4/1/2016,1403.0,"USD, 2013",37.835,7
1142,19356,Aiport MAX Red Line,Rail,Light Rail,United States of America,USA,North America,,,9/1/2001,125.0,"USD, 2000",8.85,4
1143,19357,AirportLink metrorail,Rail,Heavy Rail,United States of America,USA,North America,,,7/1/2012,506.0,"USD, 2011",3.8,1
1144,19373,Angle Lake Extension,Rail,Light Rail,United States of America,USA,North America,,,9/1/2016,331.0,"USD, 2015",2.576,1
1145,19499,BART - SFO Extension,Rail,Heavy Rail,United States of America,USA,North America,,,6/1/2003,1529.584182,"USD, 2000",13.8572822,4
1146,19500,BART Warm Springs,Rail,Heavy Rail,United States of America,USA,North America,,,3/1/2017,750.0,"USD, 2013",8.694,1
1147,19506,Battersea NLE,Rail,Rapid Transit,United Kingdom,GBR,Europe,,,9/20/2021,1200.0,"GBP, 2018",3.2,2
1148,19595,Blue Line,Rail,Light Rail,United States of America,USA,North America,,,11/1/2007,463.0,"USD, 2006",15.45,15
1149,19596,Blue Line (Original),Rail,Light Rail,United States of America,USA,North America,,,12/1/1999,295.0,"USD, 1998",24.15,16
1150,19597,Blue Line Draper Extension,Rail,Light Rail,United States of America,USA,North America,,,8/1/2013,143.0,"USD, 2012",6.118,3
1151,19598,Blue Line Extension,Rail,Light Rail,United States of America,USA,North America,,,3/1/2018,1200.0,"USD, 2016",14.973,11
1152,19599,Blue Line Extension  South Corridor Phase 1,Rail,Light Rail,United States of America,USA,North America,,,9/1/2003,224.0,"USD, 2001",10.143,7
1153,19600,Blue Line Extension - South Corridor Phase II,Rail,Light Rail,United States of America,USA,North America,,,8/1/2015,270.0,"USD, 2013",6.923,4
1154,19601,Blue Line Extension to Rowlett,Rail,Light Rail,United States of America,USA,North America,,,12/1/2012,310.0,"USD, 2011",7.4,1
1155,19602,Blue Line West Extension,Rail,Light Rail,Canada,CAN,North America,,,12/1/2012,1500.0,"CAD, 2010",8.2,6
1156,19699,Canberra Metro,Rail,Light Rail,Australia,AUS,Oceania,,,4/1/2019,675.0,"AUD, 2018",12,13
1157,19725,Chamartin-Atocha tunnel,Rail,Metro,Spain,ESP,Europe,2004.0,2008,7/1/2008,550.0,"EUR, 2008",7.5,3
1158,19740,Chongqing–Lichuan Railway Development Project,Rail,Highspeed,China,CHN,Asia,2009.0,2015,5/30/2015,4409.0,"USD, 2015",259,8
1159,19753,Citybanan,Rail,Commuter Rail,Sweden,SWE,Europe,,,7/1/2017,18510.0,"SEK, 2013",7.4,2
1160,19756,Citytunneln,Rail,Heavy Rail,Sweden,SWE,Europe,,,12/1/2010,7672.0,"SEK, 2008",17,3
1161,19761,Coliseum-Oakland International Airport Line,Rail,Heavy Rail,United States of America,USA,North America,,,11/1/2014,484.0,"USD, 2012",5.152,2
1162,19861,Dali–Lijiang Railway Project,Rail,Conventional,China,CHN,Asia,2005.0,2012,6/15/2012,866.0,"USD, 2012",167,11
1163,19863,Dallas South Oak Cliff Extension,Rail,Light Rail Transit,United States of America,USA,North America,,,1/1/2002,437.2,"USD, 2002",,
1164,19865,DART Green Line Extensions to Buckner and North Carrollton,Rail,Light Rail,United States of America,USA,North America,,,12/1/2010,1800.0,"USD, 2009",45.9,16
1165,19866,Daxian–Wanxian Railway Project ,Rail,Conventional,China,CHN,Asia,1997.0,2002,12/18/2002,2774.3,"CNY, 1996",156,
1166,19869,Denver West Rail Line LRT,Rail,Light Rail Transit,United States of America,USA,North America,,2013,1/1/2013,707.0,"USD, 2013",,
1167,19891,eBART,Rail,Commuter Rail,United States of America,USA,North America,,,5/1/2018,525.0,"USD, 2014",16.261,1
1168,19892,Eccles Line,Rail,Light Rail,United Kingdom,GBR,Europe,,,9/1/2000,160.0,"GBP, 1999",6.4,11
1169,20003,Expo Line Phase 1,Rail,Light Rail,United States of America,USA,North America,,,4/1/2012,960.0,"USD, 2009",13.84,10
1170,20004,Expo Line Phase 2,Rail,Light Rail,United States of America,USA,North America,,,5/1/2016,1288.0,"USD, 2014",10.62,7
1171,20022,Fifth Railway Project,Rail,Conventional,China,CHN,Asia,1990.0,1999,6/30/1999,1550.0,"USD, 1999",,
1172,20039,Fourth Railway Project,Rail,Conventional,China,CHN,Asia,1989.0,1998,6/1/1998,946.0,"USD, 1998",944,
1173,20059,Ganzhou–Longyan Railway Project,Rail,Conventional,China,CHN,Asia,2001.0,2007,12/1/2007,781.0,"USD, 2007",290.1,14
1174,20069,Gilbert Road Extension,Rail,Light Rail,United States of America,USA,North America,,,5/1/2019,184.0,"USD, 2018",3.059,2
1175,20071,Gold G Line,Rail,Commuter Rail,United States of America,USA,North America,,,4/1/2019,505.0,"USD, 2015",18.032,7
1176,20072,Gold Line - Eastside Extension,Rail,Light Rail,United States of America,USA,North America,,,11/1/2009,887.0,"USD, 2007",9.66,8
1177,20074,Gold Line Extension Folsom Corridor,Rail,Light Rail,United States of America,USA,North America,,,10/1/2005,268.0,"USD, 2002",20.75619318,10
1178,20075,Gold Line Foothill Extension Phase 2A,Rail,Light Rail,United States of America,USA,North America,,,3/1/2016,714.0,"USD, 2013",18.51,6
1179,20087,Green Line (Airport Extension),Rail,Light Rail,United States of America,USA,North America,,,8/1/2013,350.0,"USD, 2011",9.66,6
1180,20088,Green Line (West Valley Extension),Rail,Light Rail,United States of America,USA,North America,,,8/1/2011,370.0,"USD, 2010",8.211,4
1181,20089,Green Line Extension,Rail,Heavy Rail,United States of America,USA,North America,,,12/1/2021,2300.0,"USD, 2018",6.9,6
1182,20090,Green Line from Anacostia to Branche Avenue,Rail,Heavy Rail,United States of America,USA,North America,,,1/1/2001,850.337905,"USD, 1998",10.74065152,5
1183,20091,Green Line light rail,Rail,Light Rail,United States of America,USA,North America,,,9/1/2009,388.0,"USD, 2008",6.5,8
1184,20092,Green Line Mid-City Segment U Street to Fort Totten,Rail,Heavy Rail,United States of America,USA,North America,,,9/1/1999,595.562775,"USD, 1996",4.688210227,2
1185,20106,Guizhou Shuibai Railway Project ,Rail,Conventional,China,CHN,Asia,1999.0,2004,3/1/2004,393.0,"USD, 2004",121,
1186,20107,Guizhou-Guangzhou Railway,Rail,Highspeed,China,CHN,Asia,2009.0,2016,12/31/2016,13055.0,"USD, 2016",847,"16 new, 3 upgraded"
1187,20116,Hampton Roads Tide Light Rail,Rail,Light Rail,United States of America,USA,North America,,,8/1/2011,279.0,"USD, 2009",11.91,11
1188,20121,Hefei-Xi’an Railway Project ,Rail,Conventional,China,CHN,Asia,2001.0,2007,6/1/2007,2617.0,"USD, 2007",954,52
1189,20148,Hudson-Bergen light rail,Rail,Light Rail,United States of America,USA,North America,,,1/1/2011,2300.0,"USD, 2004",27.4,24
1190,20170,Inner Mongolia Local Railway Project,Rail,Conventional,China,CHN,Asia,1988.0,1997,12/1/1997,345.0,"USD, 1997",945,
1191,20174,Interstate MAX,Rail,Light Rail,United States of America,USA,North America,,,5/1/2004,343.0,"USD, 2002",9.2575,10
1192,20177,Ion Light Rail,Rail,Light Rail,Canada,CAN,North America,,,6/1/2019,868.0,"CAD, 2017",19,19
1193,20185,Jilin-Hunchun Railway,Rail,Highspeed,China,CHN,Asia,2011.0,2016,12/31/2016,4768.0,"USD, 2016",360,8
1194,20186,Jing-Jiu Railway Technical Enhancement Project,Rail,Conventional,China,CHN,Asia,1994.0,1997,6/30/1997,552.0,"USD, 1997",2537,
1195,20221,Kunming Urban Rail,Rail,Metro,China,CHN,Asia,2011.0,2018,6/30/2018,1842.0,"USD, 2018",19.74,17
1196,20225,L2 Metro Extension to Badalona,Rail,Metro,Spain,ESP,Europe,2005.0,2010,7/1/2010,70.0,"EUR, 2008",0.7,1
1197,20226,L3 Metro Extension to Trinitat Nova,Rail,Metro,Spain,ESP,Europe,2003.0,2008,10/1/2008,,,1.9,2
1198,20228,L5 to Vall d'Hebron,Rail,Metro,Spain,ESP,Europe,2007.0,2010,7/1/2010,320.0,"EUR, 2010",2.5,3
1199,20246,Lanzhou–Chongqing Railway Development Project,Rail,Conventional,China,CHN,Asia,2008.0,2017,12/29/2017,16082.0,"USD, 2017",886,28
1200,20248,Laval extension,Rail,Heavy Rail,Canada,CAN,North America,,,4/1/2007,745.0,"CAD, 2005",5.2,3
1201,20287,Line 1 Tram (Tenerife),Rail,Light Rail,Spain,ESP,Europe,2004.0,2007,6/1/2007,256.0,"EUR, 2007",12.3,21
1202,20288,Paris Line 12 to Front Populaire,Rail,Metro,France,FRA,Europe,,,12/1/2012,295.0,"EUR, 2010",,
1203,20289,Line 13 to Courtilles,Rail,Heavy Rail,France,FRA,Europe,,,6/1/2008,158.0,"EUR, 2007",,
1204,20293,Line 2,Rail,Light Rail,France,FRA,Europe,,,12/1/2006,455.0,"EUR, 2006",,
1205,20294,Line 2 Tram (Tenerife),Rail,Light Rail,Spain,ESP,Europe,2008.0,2009,5/1/2009,55.0,"EUR, 2009",3.6,6
1206,20299,Line 9 extension (Madrid),Rail,Metro,Spain,ESP,Europe,2009.0,2015,3/1/2015,191.0,"EUR, 2015",3,2
1207,20300,Line A - Extension,Rail,Metro,France,FRA,Europe,,,12/1/2003,187.5,"EUR, 2002",,
1208,20301,Line A - Initial,Rail,Metro,France,FRA,Europe,,,6/1/1993,590.7,"USD, 1991",,
1209,20303,Line A Tram (Bilbao),Rail,Light Rail,Spain,ESP,Europe,1999.0,2002,12/1/2002,40.3,"EUR, 2001",5.57,14
1210,20309,Lines 1-2 (Malaga),Rail,Light Rail,Spain,ESP,Europe,2006.0,2014,7/1/2014,870.0,"EUR, 2014",11.3,17
1211,20321,London Victoria line,Rail,Conventional,United Kingdom,GBR,Europe,1955.0,,1/1/1969,740.5,"EUR, 1969",15.8,
1212,20322,Løren Line,Rail,Metro,Norway,NOR,Europe,2013.0,2016,4/1/2016,1330.0,"NOK, 2015",1.6,1
1213,20362,Metro Blue Line (light rail),Rail,Light Rail,United States of America,USA,North America,,,6/1/2004,672.0,"USD, 2003",19.3,19
1214,20363,Metro Green Line (light rail),Rail,Light Rail,United States of America,USA,North America,,,6/1/2014,957.0,"USD, 2012",15.77,23
